,货币资金,交易性金融资产,衍生金融资产,应收票据,应收账款,预付款项,应收利息,应收股利,其他应收款,买入返售金融资产,存货,划分为持有待售的资产,一年内到期的非流动资产,待摊费用,待处理流动资产损益,其他流动资产,流动资产合计,发放贷款及垫款,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产净额,在建工程,工程物资,固定资产清理,生产性生物资产,公益性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,交易性金融负债,应付票据,应付账款,预收款项,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,预提费用,一年内的递延收益,应付短期债券,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,长期应付职工薪酬,专项应付款,预计非流动负债,递延所得税负债,长期递延收益,其他非流动负债,非流动负债合计,负债合计,实收资本(或股本),资本公积,减：库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未分配利润,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,stock_code
2013-06-30,"1,792,127.07","54,047.89",--,"1,338,630.61","1,254,084.42","196,287.33",--,"2,560.36","107,686.10",--,"878,752.49",--,--,--,--,"215,436.76","6,217,322.34","266,592.05",73.16,--,--,"168,587.88","8,086.58","1,958,509.38","154,862.06",--,--,--,--,--,"350,992.70",--,"347,302.86","54,709.65","196,758.27",--,"3,239,882.53","9,457,204.87","1,144,492.78",722.77,"820,581.85","1,593,097.63","272,437.28",--,"106,204.15","179,067.33","13,355.89","30,120.66","167,742.22",--,--,--,"328,843.24","998,347.80","5,665,478.48","140,019.94","15,790.38",--,--,254.90,"2,758.40","10,808.84",--,"11,634.23","181,266.68","5,846,745.16","100,000.00","301,838.04",--,--,--,"6,643.91",--,"1,313,747.10","1,690,972.50","1,919,487.21","3,610,459.71","9,457,204.87",000333
2013-03-31,"1,753,296.57","35,558.79",--,"1,497,595.48","1,439,016.22","252,110.37",--,"2,617.61","120,573.61",--,"1,213,974.48",--,--,--,--,"169,042.64","6,731,875.23","152,152.23",83.75,--,--,"166,934.63","7,703.29","1,995,466.89","157,309.14",--,--,--,--,--,"358,503.48",--,"347,302.86","57,888.70","101,084.28",--,"3,192,277.01","9,924,152.23","1,082,848.11","3,458.44","896,625.16","1,804,452.53","513,645.71",--,"92,840.01","155,805.63","12,397.30","1,216.54","232,999.25",--,--,--,"343,190.46","1,026,943.46","6,166,422.60","218,090.28","15,516.63",--,--,865.70,"2,412.43","9,200.90",--,"11,540.49","257,626.42","6,424,049.02","100,000.00","300,568.96",--,--,--,"6,643.91",--,"1,151,217.18","1,527,233.97","1,972,869.25","3,500,103.22","9,924,152.23",000333
2014-12-31,"748,287.53",--,"16,251.38","1,709,723.34","936,210.28","141,447.05",--,"4,594.32","118,076.75",--,"1,502,003.03",--,--,--,--,"2,659,389.25","8,642,707.46","594,080.05","165,549.47",--,--,"95,187.44","17,163.49","1,952,181.41","66,188.23",--,--,--,--,--,"343,195.81",--,"293,179.14","75,857.61","377,998.76",--,"3,386,501.35","12,029,208.82","607,087.90",--,"1,264,849.70","2,013,745.45","399,254.05",--,"219,977.70","328,015.07","2,291.22","9,379.90","122,354.88",--,--,--,"61,190.00","2,277,893.61","7,314,284.91","1,920.50","15,302.63",--,--,"85,182.55","2,557.38","2,591.72","34,223.59",--,"141,778.38","7,456,063.29","421,580.85","1,302,488.32",--,"-77,429.88",--,"118,979.13",--,"2,181,431.57","3,947,049.98","626,095.54","4,573,145.52","12,029,208.82",000333
2014-09-30,"980,787.30","22,609.16",--,"1,834,312.02","1,047,185.22","187,196.77",--,"5,101.84","81,815.79",--,"1,097,097.49",--,--,--,--,"2,280,224.45","8,317,005.53","743,377.00","84,462.73",--,--,"93,007.17","19,684.46","1,959,097.61","52,802.82",--,--,--,--,--,"346,952.99",--,"293,100.36","62,812.33","353,360.70",--,"3,265,281.16","11,582,286.69","1,091,468.87","7,334.72","686,806.14","1,833,044.22","581,632.41",--,"160,151.71","238,708.99","5,178.81","25,665.77","152,767.56",--,--,--,"69,855.22","2,180,459.33","7,036,090.14","2,291.34","16,092.91",--,--,"85,634.11","2,699.03","6,630.69",--,"15,366.46","128,714.54","7,164,804.68","421,580.85","1,300,536.78",--,"-15,144.57",--,"56,954.43",--,"2,088,529.87","3,808,800.83","608,681.18","4,417,482.01","11,582,286.69",000333
2014-06-30,"1,757,023.82","8,704.66",--,"1,804,167.34","1,273,309.00","189,486.96",--,"5,407.29","121,472.30",--,"1,005,601.58",--,--,--,--,"1,849,145.44","8,539,998.57","495,547.53",100.75,--,--,"177,406.99","14,014.36","1,982,975.60","41,834.49",--,--,--,--,--,"347,866.49",--,"293,100.36","66,196.10","345,462.08",--,"3,268,957.21","11,808,955.78","1,831,355.46","12,614.44","575,928.93","1,886,981.39","417,592.55",--,"139,456.72","279,233.71","8,878.96","29,271.28","136,148.88",--,--,--,"27,592.78","2,066,699.05","7,414,781.71","68,248.64","15,819.16",--,--,"72,041.85","2,602.71","5,300.25",--,"14,351.06","178,363.68","7,593,145.39","421,580.85","1,276,084.76",--,--,--,"56,954.43",--,"1,854,247.52","3,572,751.08","643,059.31","4,215,810.39","11,808,955.78",000333
2014-03-31,"2,757,915.29","9,334.44",--,"1,794,929.22","1,550,065.59","195,779.66",--,"5,421.84","86,969.12",--,"1,205,439.08",--,--,--,--,"48,669.70","8,139,758.99","450,735.83",102.63,--,--,"176,192.38","20,098.23","1,981,400.47","56,322.32",--,--,--,--,--,"348,733.39",--,"293,100.36","65,792.95","295,840.43",--,"3,237,583.15","11,377,342.14","1,563,464.00","12,572.83","657,610.73","2,125,459.21","383,069.21",--,"110,009.12","262,028.57","4,353.94","1,075.84","185,446.35",--,--,--,"57,648.20","1,615,217.25","6,998,621.32","81,495.59","15,545.41",--,--,"88,278.47","2,396.22","6,252.53",--,"14,264.41","208,232.62","7,206,853.94","168,632.34","1,532,681.86",--,--,--,"56,954.43",--,"1,784,383.83","3,512,156.64","658,331.57","4,170,488.21","11,377,342.14",000333
2015-12-31,"1,291,002.20",--,"15,882.20","1,288,915.10","1,037,171.80","98,862.50",--,--,"110,133.90",--,"1,044,893.70",--,--,--,--,"3,382,758.00","9,336,770.60","660,870.50","328,995.40",--,--,"288,827.40","15,080.30","1,872,988.10","95,476.10",--,--,--,--,--,"339,240.20",--,"239,306.60","78,135.90","222,399.90","66,973.00","3,547,422.90","12,884,193.50","392,093.30",--,"1,707,852.00","1,744,868.40","561,636.10",--,"222,933.20","160,718.10",934.30,"11,885.10","113,930.60",--,--,--,--,"2,209,817.70","7,200,384.90","9,006.10",--,--,--,50.00,"3,889.30","4,046.40","47,935.20","15,719.40","80,646.40","7,281,031.30","426,683.90","1,451,119.00",--,"-107,115.10",--,"184,652.30","11,862.40","2,952,982.70","4,920,185.20","682,977.00","5,603,162.20","12,884,193.50",000333
2015-09-30,"1,049,206.14",--,"23,314.16","2,581,787.08","1,077,123.59","172,385.82",--,"1,238.43","204,009.31",--,"856,532.21",--,--,--,--,"3,158,198.61","9,937,957.61","603,702.92","399,894.99",--,--,"95,615.03","13,883.81","1,863,144.02","80,667.08",--,--,--,--,--,"333,785.89",--,"294,859.45","76,360.19","300,542.97","37,915.68","3,496,669.11","13,434,626.72","525,575.81",--,"2,373,432.65","1,712,003.78","364,965.33",--,"166,789.03","254,897.75",673.71,"19,470.46","100,906.59",--,--,--,--,"2,379,445.88","7,973,579.57",741.68,--,--,--,"11,631.12","2,393.82","2,285.85","36,931.53",--,"53,984.00","8,027,563.57","426,571.45","1,456,092.81",--,"-94,567.38",--,"118,979.13","4,051.69","2,857,004.30","4,768,132.00","638,931.15","5,407,063.15","13,434,626.72",000333
2015-06-30,"1,644,623.95",--,"1,433.91","2,622,937.87","1,361,707.56","181,379.51",--,"5,351.28","122,791.58",--,"1,020,985.32",--,--,--,--,"2,710,913.76","10,760,984.72","886,416.86","225,772.20",--,--,"90,615.58","14,684.58","1,885,746.70","67,374.67",--,--,--,--,--,"326,536.81",--,"295,761.95","80,368.82","418,137.46","12,285.22","3,417,284.00","14,178,268.71","1,034,660.54",--,"2,278,799.22","1,927,083.83","286,818.61",--,"148,633.97","412,494.25","3,969.34","29,279.56","112,080.00",--,--,--,--,"2,597,810.23","8,862,487.57","1,057.52","15,850.13",--,--,"11,631.12","2,598.00","2,552.58","37,149.25",--,"70,838.60","8,933,326.17","429,012.26","1,531,173.84",--,"-55,954.07",--,"118,979.13","4,051.69","2,588,211.29","4,615,474.15","629,468.39","5,244,942.54","14,178,268.71",000333
2015-03-31,"1,063,875.31",--,"30,805.10","2,755,179.54","1,348,786.59","209,397.86",--,"6,160.38","86,664.33",--,"1,102,945.23",--,--,--,--,"2,783,359.84","10,199,252.15","707,427.77","170,907.03",--,--,"89,248.87","15,214.60","1,922,554.57","56,529.86",--,--,--,--,--,"338,038.09",--,"293,179.14","84,313.73","413,854.72",--,"3,383,840.61","13,583,092.77","823,858.85",--,"1,852,264.00","2,072,015.90","417,880.95",--,"120,835.06","490,810.08","2,527.49","1,170.37","139,676.05",--,--,--,"1,706.17","2,549,700.99","8,503,850.51","1,460.79","15,576.38",--,--,"84,739.44","2,442.86","2,774.89","34,374.40",--,"141,368.75","8,645,219.26","421,580.85","1,305,839.42",--,"-68,122.50",--,"118,979.13",--,"2,515,645.05","4,293,921.94","643,951.56","4,937,873.51","13,583,092.77",000333
2016-12-31,"2,716,911.80",--,"41,281.30","742,748.80","1,345,451.10","158,736.60",--,--,"114,013.30",--,"1,562,689.70",--,--,--,--,"4,352,959.70","12,062,132.00","1,027,339.70","518,773.20",--,"3,386.80","221,173.20","49,412.20","2,105,679.10","58,072.90",--,--,--,--,--,"686,853.80",--,"573,099.50","62,597.10","303,038.30","415,853.00","4,997,939.10","17,060,071.10","302,442.60",--,"1,848,493.90","2,535,696.00","1,025,237.50",--,"315,438.70","236,444.60","2,134.30","10,564.10","157,142.20",--,--,--,"15,854.50","2,456,297.00","8,918,400.00","225,434.80","481,876.90","36,688.10","144,995.40",240.50,"32,521.70","183,197.30","50,231.60","88,815.20","1,244,001.50","10,162,401.50","645,876.70","1,359,656.90",--,"1,312.50",--,"280,446.90","14,860.20","3,810,539.10","6,112,692.30","784,977.30","6,897,669.60","17,060,071.10",000333
2016-09-30,"1,944,482.00",--,731.30,"1,094,812.00","1,272,602.30","210,691.40",--,--,"80,479.20",--,"1,043,435.30",--,--,--,--,"4,022,393.70","11,368,699.80","1,194,097.90","509,757.50",--,"3,978.00","290,876.90","14,041.30","2,083,661.20","105,056.40",--,--,--,--,--,"598,622.60",--,"486,215.00","63,365.60","289,514.50","485,372.20","4,930,461.20","16,299,161.00","473,114.80",--,"2,154,759.10","2,132,106.80","661,240.00",--,"214,115.10","279,808.30","4,874.90","19,669.40","222,926.50",--,--,--,"5,789.90","2,300,038.30","8,519,694.30","211,028.10","461,740.80","41,696.10","138,559.20",50.00,"30,264.20","167,576.50","47,076.50","86,739.90","1,184,731.30","9,704,425.60","645,055.20","1,335,842.40",--,"-60,589.70",--,"184,652.30","11,862.40","3,721,695.20","5,838,517.80","756,217.60","6,594,735.40","16,299,161.00",000333
2016-06-30,"1,669,921.40",--,736.60,"1,498,721.80","1,329,312.30","161,033.20",--,499.30,"97,174.30",--,"955,923.20",--,--,--,--,"3,850,577.70","11,683,424.70","1,110,677.70","576,171.80",--,"3,830.70","310,864.60","14,665.70","2,100,000.40","104,148.20",--,--,--,--,--,"607,158.90",--,"486,215.00","67,338.10","272,307.90","524,148.70","5,066,850.00","16,750,274.70","1,444,541.90",--,"1,945,134.60","2,167,989.20","408,980.00",--,"190,372.80","271,046.90","5,496.90","31,614.00","163,878.50",--,--,--,"10,359.40","2,532,807.30","9,296,657.10","208,404.30","459,930.30","53,188.20","149,109.40",50.00,"21,922.20","168,754.50","44,025.30","82,320.60","1,187,704.80","10,484,361.90","642,493.40","1,283,200.30",--,"20,556.30",--,"184,652.30","11,862.40","3,390,545.10","5,533,309.80","732,603.00","6,265,912.80","16,750,274.70",000333
2016-03-31,"1,498,093.70",--,852.50,"1,689,970.70","1,203,373.00","146,391.70",--,"1,775.90","90,583.40",--,"993,100.30",--,--,--,--,"4,387,017.30","11,022,383.90","832,808.80","504,666.30",--,--,"291,036.20","13,889.40","1,857,865.30","91,843.60",--,--,--,--,--,"337,169.40",--,"239,306.60","72,274.80","278,047.20","83,776.20","3,769,875.00","14,792,258.90","918,000.10",--,"2,163,245.50","1,948,417.90","450,124.30",--,"132,773.40","340,906.20","1,235.90","1,230.80","148,924.90",--,--,--,--,"2,381,644.30","8,615,714.30","8,686.20",--,--,--,50.00,"3,834.70","2,393.70","47,618.10","15,719.40","78,302.10","8,694,016.40","426,739.10","1,462,907.50",--,"-44,111.30",--,"184,652.30","11,862.40","3,343,707.90","5,385,757.90","712,484.60","6,098,242.50","14,792,258.90",000333
2017-12-31,"4,827,420.00",--,"35,332.70","1,085,422.60","1,752,871.70","167,224.80",--,--,"265,756.80",--,"2,944,416.60",--,--,--,--,"4,684,727.10","16,981,067.60","1,217,895.30","183,105.10",--,"36,224.80","263,369.80","42,080.20","2,260,072.40","87,957.60",--,--,--,--,--,"1,516,703.60",--,"2,890,378.50","85,910.60","402,333.40","61,482.20","7,829,618.20","24,810,685.80","258,410.20",--,"2,520,778.50","3,514,477.70","1,740,906.30",--,"524,750.00","354,415.40","9,480.10","9,531.70","317,040.50",--,--,--,"13,660.50","2,625,799.00","11,909,185.70","3,298,632.50","455,305.40","24,803.60","246,585.40",250.00,"33,073.60","397,282.30","53,644.30","99,405.90","4,608,983.00","16,518,168.70","656,105.30","1,591,150.40","36,684.20","-24,469.20",--,"388,223.20","36,694.70","4,762,723.50","7,373,743.70","918,773.40","8,292,517.10","24,810,685.80",000333
2017-09-30,"4,165,743.70",--,"39,226.70","1,551,845.30","1,736,046.20","210,505.20",--,--,"209,981.50",--,"2,375,287.80",--,--,--,--,"4,954,511.10","16,334,993.20","1,091,845.70","184,600.90",--,"37,747.30","282,134.50","47,415.90","2,234,857.80","102,070.40",--,--,--,--,--,"1,601,008.90",--,"2,862,023.30","70,284.60","381,358.60","79,832.20","7,883,334.40","24,218,327.60","447,283.90",--,"2,302,946.60","3,258,874.30","1,778,277.80",--,"418,151.90","281,312.90","6,617.00","17,600.00","266,805.40",--,--,--,"11,106.20","2,672,382.10","11,491,849.30","3,307,513.30","462,110.20","45,616.20","232,567.00",250.00,"64,528.70","438,142.50","64,784.90","85,592.60","4,701,105.40","16,192,954.70","654,816.30","1,542,556.10","36,684.20","1,974.90",--,"280,446.90","14,860.20","4,663,788.60","7,121,758.80","903,614.10","8,025,372.90","24,218,327.60",000333
2017-06-30,"3,421,901.80",--,"33,100.90","1,088,439.10","1,938,087.40","206,580.30",--,435.10,"217,008.40",--,"2,088,503.80",--,--,--,--,"5,004,188.90","15,213,216.50","1,214,970.80","187,239.30",--,"40,411.50","258,632.90","48,081.40","2,260,315.10","88,093.90",--,--,--,--,--,"1,631,224.20",--,"2,841,816.40","71,245.00","360,223.90","101,149.10","7,888,432.70","23,101,649.20","3,239,195.00",--,"2,203,431.20","3,229,881.20","1,417,059.30",--,"378,958.90","361,476.40","3,556.40","27,784.00","226,208.50",--,--,--,"7,771.10","2,660,452.10","13,771,149.10","403,671.40","471,314.40","55,478.10","238,507.00",250.00,"65,438.50","451,987.20","58,950.60","85,413.70","1,831,010.90","15,602,160.00","651,963.70","1,473,430.80","36,684.20","2,280.70",--,"280,446.90","14,860.20","4,245,103.60","6,631,401.70","868,087.50","7,499,489.20","23,101,649.20",000333
2017-03-31,"3,529,209.80",--,"28,092.60","874,784.70","1,802,661.30","203,744.80",--,--,"139,270.30",--,"2,197,729.70",--,--,--,--,"4,768,325.80","14,603,799.90","1,059,980.90","177,370.60",--,"45,952.00","226,641.90","48,746.80","2,290,499.50","80,970.90",--,--,--,--,--,"1,665,583.90",--,"2,731,473.10","64,002.40","363,903.40","292,494.30","7,987,638.80","22,591,438.70","3,213,913.50",--,"2,028,401.70","3,239,034.90","1,183,175.10",--,"335,178.70","357,109.10","9,711.00","1,444.30","196,514.60",--,--,--,"16,289.30","2,737,903.70","13,341,399.80","404,028.60","479,616.70","46,899.30","242,637.30",250.00,"34,129.60","460,846.90","50,087.70","88,516.80","1,807,012.90","15,148,412.70","646,567.70","1,383,461.60",--,"-17,757.10",--,"280,446.90","14,860.20","4,245,797.80","6,553,377.10","889,648.90","7,443,026.00","22,591,438.70",000333
2018-09-30,"4,248,884.50",--,"37,690.00","1,354,545.50","1,910,179.90","238,309.70",--,--,"270,004.20",--,"2,442,493.50",--,--,--,--,"5,956,334.10","17,551,463.00","1,093,021.60","217,505.10",--,"4,265.20","285,934.80","39,847.60","2,229,283.90","192,622.50",--,--,--,--,--,"1,558,946.50",--,"2,962,225.30","98,144.70","463,879.50","60,995.80","8,113,650.90","25,665,113.90","89,495.20",--,--,--,"1,321,001.90",--,"454,253.40","422,736.80",--,--,"403,281.30",--,--,--,"700,261.40","3,245,453.90","12,332,054.80","3,269,284.10",--,"29,672.50","239,734.40",--,"26,672.10","408,722.80","56,885.50","103,760.50","4,134,731.90","16,466,786.70","664,465.70","1,771,209.90","271,816.80","-65,194.70",--,"388,223.20","36,694.70","5,762,868.90","8,286,450.90","911,876.30","9,198,327.20","25,665,113.90",000333
2018-06-30,"4,508,775.60",--,"31,654.00","1,677,724.30","2,053,786.70","188,581.50",--,--,"202,762.30",--,"2,372,333.80",--,--,--,--,"4,637,600.70","17,220,655.70","1,547,436.80","204,444.20",--,"4,411.60","275,394.00","41,119.80","2,225,692.80","156,225.60",--,--,--,--,--,"1,503,419.90",--,"2,849,416.30","90,862.10","461,806.60","66,331.50","7,879,124.40","25,099,780.10","126,103.30",--,"2,434,534.80","3,599,588.50","1,100,921.70",--,"390,138.40","435,557.50","9,067.70","4,285.90","344,468.40",--,--,--,"672,655.10","3,219,116.30","12,417,622.70","3,027,618.90",--,"30,918.00","243,078.60",250.00,"27,522.20","401,451.00","55,945.60","101,512.90","3,888,297.20","16,305,919.90","662,691.20","1,732,315.60","91,817.10","-64,457.90",--,"388,223.20","36,694.70","5,266,529.60","7,930,179.30","863,680.90","8,793,860.20","25,099,780.10",000333
2018-03-31,"5,537,798.10",--,"25,839.70","1,400,301.90","1,975,216.00","191,302.80",--,--,"298,710.60",--,"2,650,760.40",--,--,--,--,"4,146,833.10","17,444,043.00","1,217,280.40","191,131.80",--,"37,829.80","260,917.70","42,641.80","2,223,859.90","113,046.60",--,--,--,--,--,"1,494,870.00",--,"2,872,134.70","85,437.30","421,144.70","69,595.30","7,812,609.60","25,256,652.60","145,674.60",--,"2,606,859.10","3,601,884.20","1,453,496.70",--,"388,455.70","385,044.90","4,924.80","1,465.90","296,087.30",--,--,--,"10,631.40","2,980,650.40","11,896,000.50","3,271,733.70","438,562.80","26,258.50","244,905.50",250.00,"32,702.20","398,829.00","56,350.60","100,346.60","4,569,938.90","16,465,939.40","658,402.30","1,606,070.70","52,008.70","-3,130.60",--,"388,223.20","36,694.70","5,288,346.60","7,922,598.20","868,115.00","8,790,713.20","25,256,652.60",000333
