,一、营业总收入,营业收入,二、营业总成本,营业成本,营业税金及附加,销售费用,管理费用,财务费用,资产减值损失,公允价值变动收益,投资收益,其中:对联营企业和合营企业的投资收益,汇兑收益,三、营业利润,加:营业外收入,减：营业外支出,其中：非流动资产处置损失,四、利润总额,减：所得税费用,五、净利润,归属于母公司所有者的净利润,少数股东损益,基本每股收益(元/股),稀释每股收益(元/股),七、其他综合收益,八、综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,stock_code
2008-12-31,"4,219,971.57","4,203,238.80","3,986,984.12","3,373,319.09","36,263.56","440,262.36","127,136.12","8,499.54",273.03,--,941.74,-323.72,-10.54,"233,918.65","8,313.53","1,606.70",83.44,"240,625.48","41,440.53","199,184.96","196,651.89","2,533.07",1.5700,1.5700,--,--,--,--,000651
2008-09-30,"3,511,243.36","3,498,701.29","3,332,412.64","2,837,663.10","29,263.28","367,190.37","79,388.35","14,864.99","3,362.93",--,-152.01,-152.01,--,"178,678.71","3,730.94","2,204.45",712.60,"180,205.20","33,492.97","146,712.23","144,787.79","1,924.44",1.1561,1.1561,--,--,--,--,000651
2008-06-30,"2,501,847.73","2,495,192.20","2,378,902.22","2,039,613.06","15,385.50","248,287.38","52,636.84","6,438.60","16,086.60",--,--,--,--,"122,945.52","3,311.67","1,380.35",105.38,"124,876.84","23,346.98","101,529.86","100,420.28","1,109.58",1.2027,1.2027,--,--,--,--,000651
2008-03-31,"1,079,240.01","1,077,304.79","1,025,868.63","880,726.31","6,698.16","98,931.29","26,567.13","3,609.14","9,198.76",--,--,--,--,"53,371.38","1,473.75",255.09,32.35,"54,590.05","10,619.30","43,970.75","43,609.58",361.17,0.5223,0.5223,--,--,--,--,000651
2009-12-31,"4,263,729.11","4,245,777.29","3,967,184.11","3,195,597.94","40,336.89","579,785.84","156,660.45","-9,702.19","2,908.88",230.70,677.02,-208.32,-0.19,"297,452.53","41,754.46","1,179.43",255.13,"338,027.55","44,861.21","293,166.34","291,345.04","1,821.30",1.5500,1.5500,"9,143.37","302,309.71","300,426.35","1,883.36",000651
2009-09-30,"3,067,623.02","3,056,550.81","2,839,564.05","2,286,663.25","25,601.39","439,665.64","87,856.55","-2,999.60","1,897.78",--,-33.94,-87.29,-0.10,"228,024.93","9,430.71",924.54,183.48,"236,531.09","36,391.44","200,139.65","199,188.39",951.26,1.0600,1.0600,"5,465.71","205,605.36","204,654.10",951.26,000651
2009-06-30,"2,005,729.20","1,999,022.20","1,864,609.54","1,492,978.46","14,761.61","295,527.07","54,254.35",533.98,"5,689.94",--,-95.14,-95.14,--,"141,024.52","7,177.23",854.17,117.52,"147,347.58","23,569.39","123,778.20","123,167.77",610.43,0.6600,0.6600,"3,424.97","127,203.17","126,592.74",610.43,000651
2009-03-31,"906,907.34","903,268.44","839,998.68","685,429.02","6,402.33","116,518.01","23,354.09","1,940.54","5,975.97",--,-99.19,-99.19,--,"66,809.47","1,507.56",519.46,--,"67,797.57","12,637.92","55,159.65","55,423.63",-263.98,0.4425,0.4425,--,--,--,--,000651
2010-12-31,"6,080,724.25","6,043,162.61","5,819,180.99","4,740,918.71","53,881.54","841,013.56","197,805.44","-30,896.95","9,959.67","6,919.25","6,219.77",-808.89,-4.09,"274,678.18","235,332.41","4,378.33",416.14,"505,632.26","75,311.71","430,320.55","427,572.16","2,748.39",1.5200,1.5200,-411.87,"429,908.68","427,271.84","2,636.84",000651
2010-09-30,"4,429,675.66","4,400,392.68","4,266,260.53","3,514,601.97","36,602.78","612,738.01","116,889.27","-21,797.39","2,425.20","4,532.82","5,648.09",-329.68,-1.11,"173,594.94","174,327.21","3,034.73",261.43,"344,887.41","55,221.17","289,666.24","289,007.61",658.63,1.0256,1.0256,"5,434.47","295,100.71","294,055.19","1,045.52",000651
2010-06-30,"2,514,506.80","2,495,706.72","2,445,881.79","2,089,744.87","20,209.02","275,065.92","71,008.16","-19,451.20","6,362.19","7,820.49","3,418.56",-249.09,-1.11,"79,862.95","112,898.97","2,127.94",104.72,"190,633.98","33,312.51","157,321.47","157,261.22",60.26,0.8371,0.8371,-863.08,"156,458.40","156,087.40",371.00,000651
2010-03-31,"1,022,656.00","1,015,895.06","987,461.16","798,482.83","10,301.71","154,053.75","32,819.04","-14,838.43","5,743.20","2,491.10","1,405.06",-42.16,--,"39,091.00","39,105.72",141.02,16.59,"78,055.70","14,002.95","64,052.75","63,905.54",147.20,0.2268,0.2268,-352.20,"63,700.55","63,412.70",287.85,000651
2011-12-31,"8,351,725.25","8,315,547.45","7,900,847.55","6,813,211.53","49,790.80","805,040.82","278,326.61","-45,270.76","-2,059.47","-5,750.87","9,109.41",-491.05,-5.60,"454,230.64","184,578.56","5,953.16",701.51,"632,856.04","103,121.99","529,734.05","523,693.86","6,040.19",1.8600,1.8600,"-8,678.59","521,055.47","514,967.76","6,087.70",000651
2011-09-30,"6,407,461.27","6,379,160.25","6,115,835.98","5,272,300.19","41,868.71","637,177.35","179,131.78","-24,287.25","7,897.44","-3,070.75","6,860.18",-391.91,-2.69,"295,412.04","173,234.98","2,773.34",436.41,"465,873.68","85,226.49","380,647.19","377,254.98","3,392.21",1.3388,1.3388,"-12,219.97","368,427.23","364,985.53","3,441.70",000651
2011-06-30,"4,023,920.45","4,006,163.60","3,869,173.92","3,384,775.68","27,348.53","360,678.46","105,936.16","-19,220.55","8,049.20",-43.98,-223.30,-419.41,-2.69,"154,476.57","117,266.45","2,025.31",368.72,"269,717.71","47,094.90","222,622.81","220,752.30","1,870.51",0.7834,0.7834,-991.94,"221,630.86","219,685.50","1,945.37",000651
2011-03-31,"1,727,408.00","1,721,258.77","1,666,034.06","1,438,104.83","10,123.77","168,444.59","48,090.61","-9,883.59","10,669.33","-1,229.28",385.42,-10.19,--,"60,530.08","51,946.36","1,548.25",174.15,"110,928.19","16,794.16","94,134.03","93,472.38",661.65,0.3317,0.3317,"1,216.21","95,350.24","94,639.10",711.14,000651
2012-12-31,"10,011,010.88","9,931,619.63","9,231,019.15","7,320,307.74","58,995.36","1,462,622.85","405,580.96","-46,134.76","6,553.71","24,688.48","-2,049.44",873.22,0.01,"802,630.79","76,038.32","2,398.18","1,429.49","876,270.93","131,678.13","744,592.80","737,966.63","6,626.16",2.4700,2.4700,"5,217.70","749,810.50","743,132.60","6,677.90",000651
2012-09-30,"7,716,455.91","7,659,135.77","7,150,346.02","5,758,589.58","41,304.25","1,109,938.79","257,715.62","-30,584.75","1,092.81","6,009.70","-4,529.18",-466.09,0.62,"567,591.02","71,163.78","1,637.08","1,083.91","637,117.72","98,684.36","538,433.36","533,217.88","5,215.48",1.7900,1.7900,"7,227.39","545,660.75","540,428.79","5,231.96",000651
2012-06-30,"4,830,331.16","4,792,343.84","4,501,047.48","3,696,710.44","23,271.16","605,813.89","166,164.95","-7,333.21","10,845.41",363.86,"-3,295.47",-288.26,0.62,"326,352.69","16,153.69","1,255.88",790.19,"341,250.50","51,040.83","290,209.67","287,113.97","3,095.69",0.9600,0.9600,"2,892.29","293,101.96","289,980.25","3,121.71",000651
2012-03-31,"2,008,810.71","1,998,468.16","1,874,043.53","1,548,981.26","8,270.87","242,842.06","77,409.92","-7,984.81","4,220.24",-302.92,"1,012.23",-115.79,--,"135,476.50","10,597.57","1,142.00",811.04,"144,932.08","25,781.38","119,150.69","117,364.29","1,786.41",0.3902,0.3902,"4,724.21","123,874.90","122,081.21","1,793.69",000651
2013-12-31,"12,004,307.00","11,862,794.82","10,948,792.61","8,038,593.98","95,616.98","2,250,893.17","508,957.26","-13,730.86","19,239.30","99,056.36","71,733.72",285.58,-3.46,"1,226,301.01","68,419.96","5,528.58",378.25,"1,289,192.39","195,616.88","1,093,575.52","1,087,067.28","6,508.23",3.6100,3.6100,"-4,135.00","1,089,440.51","1,083,233.96","6,206.55",000651
2013-09-30,"8,875,940.01","8,781,078.64","8,100,911.83","6,181,391.69","58,101.61","1,482,538.92","345,257.60","-13,490.19","15,812.87","58,803.13","51,409.89",-148.28,-2.00,"885,239.20","45,054.83","5,251.79",163.89,"925,042.24","161,330.03","763,712.20","757,869.62","5,842.59",2.5200,2.5200,"-1,839.19","761,873.02","756,142.44","5,730.58",000651
2013-06-30,"5,348,934.71","5,289,568.25","4,941,282.55","3,829,376.29","32,451.58","844,658.38","204,167.59","-5,856.49","16,893.26","44,050.62","19,453.15",28.42,-2.00,"471,153.93","32,126.32","5,050.08",134.65,"498,230.17","93,715.87","404,514.30","401,534.38","2,979.92",1.3300,1.3300,"-8,368.62","396,145.68","393,126.60","3,019.08",000651
2013-03-31,"2,229,305.60","2,209,916.32","2,105,033.32","1,555,175.89","8,323.71","448,244.70","89,215.58","-9,804.00","6,334.34","16,838.59","7,185.83",-34.67,--,"148,296.69","14,776.80","3,422.54",89.01,"159,650.95","25,247.87","134,403.08","133,519.54",883.53,0.4500,0.4500,"-2,887.75","131,515.33","130,643.31",872.01,000651
2014-12-31,"14,000,539.40","13,775,035.84","12,325,897.96","8,802,212.77","136,242.49","2,888,999.57","481,816.86","-94,224.47","39,841.72","-138,155.16","72,436.44",-360.09,--,"1,608,922.73","70,606.38","4,286.04","1,506.45","1,675,243.07","249,947.59","1,425,295.48","1,415,516.72","9,778.76",4.7100,4.7100,"2,118.24","1,427,413.72","1,417,224.14","10,189.58",000651
2014-09-30,"10,001,930.06","9,841,006.28","8,769,836.77","6,344,061.47","69,587.39","2,015,319.67","373,901.12","-89,307.97","6,786.53","-112,941.36","52,229.71","-1,053.57",0.99,"1,171,382.63","23,327.81","1,639.44","1,295.69","1,193,071.00","202,543.35","990,527.66","982,754.67","7,772.98",3.2700,3.2700,397.36,"990,925.01","982,906.63","8,018.38",000651
2014-06-30,"5,893,018.03","5,786,578.64","5,116,568.54","3,865,218.07","42,325.93","989,356.01","234,012.14","-67,161.39","19,071.82","-128,305.58","32,603.34",-845.10,1.07,"680,748.31","18,458.41",991.43,834.20,"698,215.29","120,924.02","577,291.26","571,815.29","5,475.97",1.9000,1.9000,-296.06,"576,995.20","571,227.69","5,767.51",000651
2014-03-31,"2,501,014.44","2,466,681.89","2,128,788.51","1,603,265.17","19,253.98","423,404.10","106,895.19","-40,058.64","6,351.38","-113,314.46","24,303.91",-141.44,--,"283,215.39","6,108.97",866.45,792.26,"288,457.91","60,939.58","227,518.32","225,466.30","2,052.03",0.7500,0.7500,"-8,946.78","218,571.55","216,420.98","2,150.57",000651
2015-12-31,"10,056,445.36","9,774,513.72","8,613,460.91","6,601,735.37","75,189.42","1,550,634.17","504,874.66","-192,879.73","8,631.80","-101,032.25","9,665.49",324.61,--,"1,351,617.70","140,429.17","1,104.92",911.89,"1,490,941.95","228,568.68","1,262,373.26","1,253,244.28","9,128.98",2.0800,2.0800,"-13,972.23","1,248,401.03","1,238,976.76","9,424.27",000651
2015-09-30,"8,367,511.48","8,152,286.40","7,199,959.21","5,533,246.45","49,204.39","1,337,342.00","359,707.77","-139,375.81","5,343.81","-30,468.94","10,665.42",-375.20,--,"1,147,748.75","48,244.30",914.53,751.11,"1,195,078.51","192,765.00","1,002,313.51","995,272.15","7,041.37",1.6500,1.6500,"-14,888.74","987,424.77","980,217.82","7,206.95",000651
2015-06-30,"5,161,034.52","5,011,118.24","4,541,778.37","3,603,541.93","33,937.14","634,148.72","235,879.74","-23,947.72","16,225.84","30,804.83","8,873.78",-247.77,--,"658,934.75","24,010.49",615.46,522.10,"682,329.78","105,536.92","576,792.86","572,075.37","4,717.50",1.9000,1.9000,"26,601.51","603,394.37","598,576.67","4,817.71",000651
2015-03-31,"2,509,363.19","2,450,390.01","2,187,067.11","1,660,970.54","16,023.35","382,085.84","118,952.34","-21,958.63","11,257.00","14,989.74","-5,932.45",-419.72,--,"331,353.36","4,394.10",299.91,273.41,"335,447.55","56,457.05","278,990.51","277,535.87","1,454.64",0.9200,0.9200,300.50,"279,291.01","277,877.50","1,413.51",000651
2016-12-31,"11,011,310.19","10,830,256.53","9,152,937.98","7,288,564.12","143,040.42","1,647,726.60","548,895.56","-484,554.66",-99.16,"109,333.21","-222,135.63",803.44,--,"1,745,569.78","109,623.48","2,074.25","1,508.38","1,853,119.01","300,655.52","1,552,463.49","1,542,096.50","10,366.99",2.5600,2.5600,"-5,446.95","1,547,016.54","1,536,872.15","10,144.39",000651
2016-09-30,"8,377,076.04","8,242,871.14","6,973,402.74","5,430,381.13","63,753.34","1,406,745.30","408,260.87","-348,454.52","4,515.68","77,112.45","-189,905.40",477.87,--,"1,290,880.35","57,330.40",623.94,309.86,"1,347,586.81","217,280.28","1,130,306.54","1,122,905.93","7,400.61",1.8700,1.8700,"1,516.55","1,131,823.08","1,124,483.11","7,339.97",000651
2016-06-30,"5,009,130.64","4,918,282.01","4,161,996.36","3,162,758.52","41,211.27","943,363.81","281,391.07","-296,998.75","23,998.77","-23,733.76","-96,554.08",85.38,--,"726,846.44","48,338.74",461.91,219.66,"774,723.27","130,062.01","644,661.26","640,247.00","4,414.26",1.0600,1.0600,"1,167.70","645,828.96","641,475.88","4,353.08",000651
2016-03-31,"2,509,798.93","2,464,067.57","2,135,704.16","1,644,736.75","13,490.15","442,903.46","121,954.50","-108,721.91","16,675.11","20,113.07","-31,933.35",9.44,--,"362,274.49","18,113.56",325.54,149.91,"380,062.52","62,422.84","317,639.67","315,981.61","1,658.06",0.5300,0.5300,"1,117.15","318,756.82","317,136.09","1,620.74",000651
2017-12-31,"15,001,955.16","14,828,645.00","12,469,881.27","9,956,291.28","151,303.54","1,666,026.85","607,114.37","43,128.47","26,378.70",921.25,"39,664.81",648.75,--,"2,612,666.60","51,105.91","2,054.02",--,"2,661,718.50","410,858.59","2,250,859.90","2,240,157.62","10,702.28",3.7200,3.7200,"12,572.03","2,263,431.94","2,253,065.39","10,366.55",000651
2017-09-30,"11,202,657.18","11,087,467.87","9,357,430.05","7,608,981.29","109,940.89","1,186,541.10","465,390.77","-27,701.30","11,513.39","-75,761.55","9,973.88",192.38,--,"1,779,439.46","48,210.26","1,355.30",774.87,"1,826,294.41","272,992.20","1,553,302.21","1,546,070.89","7,231.32",2.5700,2.5700,"12,547.55","1,565,849.76","1,558,826.45","7,023.31",000651
2017-06-30,"7,002,065.86","6,918,452.16","5,927,658.62","4,708,885.48","64,531.98","853,432.42","288,551.62","-19,186.15","29,313.94","4,081.87","16,403.56",358.71,--,"1,094,892.67","24,736.52",859.63,661.45,"1,118,769.55","168,432.69","950,336.86","945,248.33","5,088.53",1.5700,1.5700,"-3,174.30","947,162.57","942,257.96","4,904.61",000651
2017-03-31,"3,003,526.46","2,968,150.45","2,570,423.81","1,947,998.32","21,806.51","444,042.31","138,630.84","-6,871.95","24,235.49","32,671.38","2,990.66",-155.53,--,"468,764.69","6,115.98",654.22,504.60,"474,226.45","70,589.62","403,636.83","401,453.65","2,183.18",0.6700,0.6700,"-1,282.14","402,354.69","400,261.97","2,092.72",000651
2018-09-30,"15,005,003.87","14,869,864.14","12,533,709.68","10,386,094.37","127,311.72","1,289,612.98","277,704.84","-69,638.54","24,319.09","-12,949.57","12,790.43",-411.61,--,"2,494,693.51","23,400.08","1,808.64",--,"2,516,284.94","392,184.28","2,124,100.66","2,111,843.58","12,257.09",3.5100,3.5100,"-2,675.19","2,121,425.48","2,109,038.94","12,386.54",000651
2018-06-30,"9,200,469.16","9,097,610.03","7,707,836.48","6,365,913.78","76,137.79","803,057.41","459,258.17","-31,527.30","31,993.17","-57,624.43","60,731.96",-234.76,--,"1,510,404.32","21,124.78","1,096.39",--,"1,530,432.71","241,898.77","1,288,533.95","1,280,620.05","7,913.90",2.1300,2.1300,"-7,652.05","1,280,881.90","1,272,853.33","8,028.57",000651
2018-03-31,"4,002,546.98","3,956,158.20","3,402,226.18","2,735,376.64","28,052.73","435,050.16","189,866.33","-11,158.05","22,867.37","23,075.73","4,777.77",-175.45,--,"633,315.94","6,027.68",556.94,--,"638,786.69","78,129.10","560,657.58","558,162.44","2,495.14",0.9300,0.9300,"-25,518.65","535,138.93","532,589.61","2,549.32",000651
